Namespace,Incident ID,Published,Incident Number,Annotator,Annotation Status,Peer Reviewer,Quality Control,Physical Objects,Entertainment Industry,"Report, Test, or Study of data",Deployed,Producer Test in Controlled Conditions,Producer Test in Operational Conditions,User Test in Controlled Conditions,User Test in Operational Conditions,Harm Domain,Tangible Harm,AI System,Clear link to technology,There is a potentially identifiable specific entity that experienced the harm,AI Harm Level,AI Tangible Harm Level Notes,Impact on Critical Services,Rights Violation,Involving Minor,Detrimental Content,Protected Characteristic,Harm Distribution Basis,Notes (special interest intangible harm),Special Interest Intangible Harm,AI System,Clear link to Technology,Harmed Class of Entities,Annotator’s AI special interest intangible harm assessment,Notes (AI special interest intangible harm),Date of Incident Year,Date of Incident Month,Date of Incident Day,Estimated Date,Multiple AI Interaction,Embedded,Location City,Location State/Province (two letters),Location Country (two letters),Location Region,Infrastructure Sectors,Operating Conditions,Notes (Environmental and Temporal Characteristics),Entities,Lives Lost,Injuries,Estimated Harm Quantities,Notes ( Tangible Harm Quantities Information),AI System Description,Data Inputs,Sector of Deployment,Public Sector Deployment,Autonomy Level,Notes (Information about AI System),Intentional Harm,Physical System Type,AI Task,AI tools and methods,Notes (AI Functionality and Techniques)
CSETv1_Annotator-3,15,True,15,007,4. Peer review complete,003,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,maybe,maybe,True,AI tangible harm event,It is not 100% clear from the articles whether or not Amazon's algorithm is based on AI or ML,no,no,no,no,yes,sexual orientation or gender identity,"While trying to make Amazon's best seller list ""family-friendly, "" the new rules affect not only adult books but also gay and lesbian titles.",no,maybe,yes,True,yes,,2009,04,,False,no,no,,,,Global,,,,"Amazon, LGBT authors, LGBT authors, Amazon Customers, Amazon ranking system",0,0,False,,Not 100% AI - algorithm sales ranking removal,text,wholesale and retail trade,no,unclear,,No. Not intentionally designed to perform harm,,"content removal, ranking",,
CSETv1_Annotator-3,7,True,7,007,4. Peer review complete,002,False,no,no,yes,yes,no,no,no,no,no,"no tangible harm, near-miss, or issue",maybe,yes,False,none,"It is unclear if any of the Wikipedia bots studied rely on machine learning technology, but it is unlikely. ",no,no,no,no,no,none,,no,maybe,yes,False,no,,2001,,,False,yes,no,,,,Global,,,"Although AI involvement is unlikely, the study analyzed bot-on-bot conflict, i.e. the interaction of multiple autonomous systems. ","Wikipedia, Wikipedia Editors, Wikipedia Users, Wikipedia bots",0,0,False,,software robots or bots deployed on Wikipedia,text,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,Editing bot,Editing,
CSETv1_Annotator-3,8,True,8,007,4. Peer review complete,002,False,yes,no,no,no,no,yes,no,no,yes,imminent risk of tangible harm (near miss) did occur,yes,maybe,True,unclear,no clear link to AI,no,no,no,no,no,none,,no,yes,maybe,True,no,,2016,12,14,False,no,yes,San Francisco,CA,US,North America,,,,"Volvo SUV, Uber, Uber driver, pedestrian",0,0,False,,Uber's autonomous vehicles,"camera, radar, GPS",transportation and storage,no,Autonomy2,,No. Not intentionally designed to perform harm,autonomous vehicle,driving,,
CSETv1_Annotator-3,59,True,59,007,2. Initial annotation complete,,False,no,no,yes,yes,no,no,yes,yes,no,"no tangible harm, near-miss, or issue",yes,yes,True,none,,yes,yes,no,no,yes,"race, sex, sexual orientation or gender identity, age","The study found biases related to race, gender, age, and sentiment in the AI systems",yes,yes,yes,True,yes,"The study found biases related to race, gender, age, and sentiment in the AI systems' understanding of words.",2017,5,25,True,no,maybe,,,,Global,,,,"WEAT - word-embedding association test, Aylin Caliskan , Joanna J. Bryson and Arvind Narayanan",0,0,False,,AI algorithms based on words,words,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,AI algorithms based on word embeddings derived from human language,,"The study found biases related to race, gender, age, and sentiment in the AI systems' understanding of words."
CSETv1_Annotator-3,60,False,60,007,1. Annotation in progress,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,yes,no,no,no,yes,other,,yes,yes,yes,False,yes,,2017,,,False,no,yes,,,RU,Global,,,,"FaceApp, FaceApp users of color, Yaroslav Goncharov (FaceApp CEO)",0,0,False,,app using artificial intelligence to edit selfies and apply various filters,photos,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,photo edit,,
CSETv1_Annotator-3,74,True,74,007,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"Although the case was dismissed, police had already handcuffed and arrested Williams in front of his family, forced him to provide a mug shot, fingerprints and a sample of his DNA, interrogated him and imprisoned him overnight.",yes,yes,no,no,yes,race,,yes,yes,yes,True,yes,,2020,1,,False,no,yes,Detroit,MI,US,North America,,,,"Robert Julian-Borchak Williams , Robert Julian-Borchak Williams , Robert Julian-Borchak Williams , Detroit Police Department, Clearview AI",0,0,False,,"facial recognition company, providing software to companies, law enforcement, universities, and individuals. ",face image,law enforcement,yes,Autonomy2,,No. Not intentionally designed to perform harm,,facial recognition,image match,"matches faces to a database of more than 20 billion images indexed from the Internet, including social media applications"
CSETv1_Annotator-3,40,True,40,007,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,yes,yes,unclear,yes,,False,unclear,It is unclear from who are the specific entities that where false accused,no,yes,no,no,yes,race,,yes,yes,,True,yes,,2016,,,False,no,yes,,,US,North America,,,,"COMPAS, Equivant, ProPublica, Wisconsin Supreme Court, Black people",0,0,False,,"automated decision-making (ADM) systems that predict the likelihood of criminals reoffending, used in the US criminal justice system",Unclear,law enforcement,no,Autonomy3,,No. Not intentionally designed to perform harm,,predict a defendant’s risk of committing another crime,unclear,
CSETv1_Annotator-3,45,True,45,007,4. Peer review complete,002,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,Google lawsuit - financial harm,no,no,no,yes,yes,religion,,yes,yes,yes,True,yes,,2011,03,24,False,no,no,,,,Global,,,,"Google, AB - plaintiff in Google's lawsuit, Judge Roberto Bichi, AB - plaintiff in Google's lawsuit",0,0,False,,"Google search is equipped with an autocomplete feature that adds suggested terms to user queries, and added misleading and harmful terms to the entities involved in this incident. ",text,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,"autocomplete, content ranking",,
CSETv1_Annotator-3,47,True,47,007,4. Peer review complete,002,False,no,no,no,yes,no,no,no,yes,maybe,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,sex,,yes,yes,yes,True,yes,"LinkedIn's search feature suggests changing female names to male names, indicating potential bias in the platform's algorithm. When users search for common female names, LinkedIn prompts them to consider similar-sounding male names instead",2016,08,31,False,no,yes,,,,Global,,,,"Women, LinkedIn, Seattle Times",0,0,False,,Recommender system suggesting alternative search terms (names) to users on LinkedIn ,"words, text",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,"Search suggestions, prediction, recommendation",,
CSETv1_Annotator-3,32,True,32,007,4. Peer review complete,002,False,no,no,no,yes,no,no,no,yes,maybe,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,no,none,,no,yes,yes,True,no,,2017,09,13,True,no,yes,,,,Global,,,,"FaceID, Apple, iPhone X users",0,0,False,,Facial recognition,face image,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,facial-recognition,,
CSETv1_Annotator-3,75,True,75,007,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,yes,no,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,religion,,yes,yes,yes,True,yes,,2017,12,7,True,no,no,,,France,Europe,,,Reported article date,"Google, Google search autocomplete feature, French anti-discrimination organization SOS Racisme",0,0,False,,Autocomplete search feature,words,information and communication,no,Autonomy1,"French lawsuit found that Google search results auto-filled ""Jewish"" after the names of certain Jewish public figures, a phenomenon not observed with public figures of other religions.",No. Not intentionally designed to perform harm,,human language technologies,unclear,
